Direction,District,Garden,Region,Floor,Renovation,Size,Year,Room,Elevator,Hall,Price
33,158,2627,9,6,3,64.0,1993,2,0.0,1.0,425.0
0,125,1028,9,18,2,100.0,1999,2,1.0,1.0,555.0
30,59,2985,9,31,3,152.0,2003,3,1.0,1.0,720.0
33,26,2063,9,6,2,77.0,1992,3,0.0,1.0,645.0
33,48,342,9,12,3,87.0,2011,2,1.0,1.0,760.0
33,90,101,9,23,3,324.0,2008,3,1.0,2.0,2100.0
20,162,2703,9,11,3,90.0,2007,2,1.0,1.0,589.0
33,11,1568,9,4,3,97.0,2003,2,0.0,2.0,750.0
33,158,674,9,6,2,65.0,1984,2,0.0,1.0,415.0
30,47,3182,9,20,3,102.0,2008,2,1.0,1.0,839.0
0,58,3515,9,33,3,102.0,2007,2,1.0,1.0,630.0
45,81,1186,9,28,3,68.0,2007,1,1.0,1.0,489.0
33,126,2709,9,18,3,248.0,2008,4,1.0,2.0,3200.0
54,79,4082,9,25,2,276.0,2002,4,1.0,2.0,1200.0
6,0,3098,9,22,3,157.0,2000,3,1.0,2.0,1150.0
33,90,1583,9,5,2,137.0,2000,3,0.0,2.0,985.0
33,147,1265,9,6,2,183.0,1998,4,0.0,2.0,950.0
30,107,4320,9,29,3,50.0,2010,1,1.0,1.0,209.0
30,202,149,9,16,2,79.0,2004,1,1.0,1.0,440.0
39,58,4294,9,28,3,140.0,2011,3,1.0,2.0,1420.0
48,89,66,9,18,3,72.0,2005,1,1.0,0.0,680.0
6,130,4195,9,24,2,132.0,2001,4,1.0,1.0,630.0
33,90,88,9,21,0,275.0,2002,4,1.0,2.0,2200.0
33,196,93,9,5,3,121.0,2002,3,0.0,2.0,638.0
33,162,3335,9,6,3,137.0,2009,3,1.0,2.0,880.0
30,202,421,9,20,3,121.0,2005,2,1.0,1.0,1089.0
20,166,928,9,14,3,90.0,2008,2,1.0,2.0,730.0
6,147,943,9,22,2,79.0,1990,2,1.0,2.0,478.0
30,107,4025,9,22,2,72.0,2010,2,1.0,1.0,268.0
30,171,807,9,27,2,91.0,2010,2,1.0,1.0,490.0
20,166,659,9,6,2,74.0,1992,3,0.0,1.0,390.0
6,26,1457,9,19,2,116.0,2001,2,1.0,1.0,750.0
6,125,882,9,25,3,84.0,2009,2,1.0,1.0,690.0
33,68,3948,9,9,3,74.0,2009,2,1.0,2.0,870.0
51,125,3318,9,24,3,218.0,2001,4,1.0,1.0,1200.0
45,47,2473,9,18,3,73.0,1993,2,1.0,1.0,404.0
33,196,1702,9,22,3,91.0,2009,2,1.0,1.0,530.0
30,171,807,9,28,3,72.0,2008,1,1.0,2.0,399.0
33,115,1742,9,5,0,57.0,1985,2,0.0,2.0,430.0
30,171,2515,9,15,3,68.0,2007,1,1.0,1.0,415.0
30,158,3902,9,18,3,42.0,1993,1,1.0,1.0,299.0
4,171,807,9,28,3,66.0,2009,1,1.0,1.0,369.0
8,71,4227,9,7,3,125.0,1989,3,0.0,2.0,860.0
33,89,1562,9,22,3,121.0,2010,3,1.0,1.0,1880.0
46,129,239,9,5,1,52.0,1967,2,0.0,1.0,445.0
6,26,2063,9,6,0,45.0,1992,1,0.0,1.0,385.0
4,171,2516,9,22,3,81.0,2005,1,1.0,2.0,410.0
4,171,2516,9,22,3,81.0,2005,1,1.0,2.0,410.0
4,171,2516,9,22,3,81.0,2005,1,1.0,2.0,410.0
4,171,2516,9,22,3,81.0,2005,1,1.0,2.0,410.0
4,171,2516,9,22,3,81.0,2005,1,1.0,2.0,410.0
4,171,2516,9,22,3,81.0,2005,1,1.0,2.0,410.0
4,171,2516,9,22,3,81.0,2005,1,1.0,2.0,410.0
4,171,2516,9,22,3,81.0,2005,1,1.0,2.0,410.0
50,50,1361,9,26,2,165.0,1995,3,1.0,1.0,820.0
45,41,715,9,18,2,63.0,1994,2,1.0,1.0,383.0
4,125,2864,9,28,3,91.0,2006,3,1.0,2.0,760.0
30,90,88,9,26,0,168.0,2000,4,1.0,1.0,1200.0
50,27,491,9,18,2,108.0,1996,2,1.0,1.0,680.0
33,196,1700,9,10,3,132.0,2004,3,1.0,2.0,680.0
30,58,1119,9,22,2,134.0,2000,3,1.0,2.0,920.0
50,157,3022,9,18,2,98.0,2001,2,1.0,1.0,538.0
13,166,664,9,35,3,216.0,2014,2,1.0,2.0,1580.0
37,90,1500,9,32,3,181.0,2008,3,1.0,2.0,980.0
4,176,1162,9,20,2,150.0,2001,3,1.0,1.0,960.0
20,98,3175,9,6,2,64.0,1998,2,0.0,1.0,307.0
33,26,2059,9,9,2,69.0,1997,2,1.0,1.0,470.0
30,90,2861,9,24,2,119.0,2005,2,1.0,1.0,874.0
33,50,2903,9,20,3,131.0,2007,3,1.0,1.0,1085.0
0,81,1186,9,18,2,105.0,2007,2,1.0,2.0,635.0
33,90,2859,9,6,3,134.0,2002,3,0.0,2.0,1160.0
47,171,535,9,24,2,131.0,2000,3,1.0,2.0,505.0
51,202,3930,9,6,1,62.0,1991,2,0.0,1.0,330.0
33,115,3410,9,5,2,56.0,1980,2,0.0,1.0,405.0
20,115,3410,9,6,1,68.0,1991,2,0.0,1.0,420.0
33,31,317,9,6,3,78.0,1986,3,0.0,1.0,595.0
33,51,1204,9,6,2,127.0,2003,3,0.0,1.0,755.0
0,125,179,9,24,3,87.0,2000,2,1.0,1.0,529.0
47,52,2249,9,22,1,124.0,2000,3,1.0,2.0,620.0
33,171,2514,9,8,2,154.0,2002,3,0.0,2.0,800.0
8,90,152,9,27,3,77.0,2006,1,1.0,1.0,588.0
0,125,1029,9,14,2,54.0,1998,1,1.0,1.0,358.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
6,125,3462,9,18,3,64.0,1995,2,1.0,1.0,430.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
33,126,314,9,18,3,136.0,2000,3,1.0,2.0,690.0
6,115,2048,9,18,3,65.0,1986,2,1.0,1.0,494.0
20,71,1797,9,6,2,72.0,1983,3,0.0,1.0,500.0
6,41,777,9,15,3,69.0,1992,2,1.0,1.0,399.0
4,171,807,9,20,3,68.0,2008,1,1.0,2.0,372.0
30,52,1019,9,24,3,49.0,1997,1,1.0,1.0,326.0
47,66,1223,9,22,3,100.0,1998,3,1.0,1.0,810.0
6,217,248,9,11,2,66.0,1986,2,1.0,1.0,252.0
50,26,611,9,30,3,93.0,2008,2,1.0,1.0,770.0
33,125,1031,9,7,3,69.0,2000,2,0.0,1.0,495.0
50,125,2399,9,26,3,83.0,1998,2,1.0,1.0,590.0
6,26,1632,9,25,2,65.0,1990,2,1.0,1.0,520.0
30,202,4372,9,4,2,50.0,1981,2,0.0,1.0,292.0
33,125,1031,9,6,2,67.0,2000,2,0.0,1.0,490.0
33,48,890,9,13,2,155.0,2001,3,1.0,2.0,850.0
33,31,1639,9,6,2,56.0,1989,2,0.0,1.0,385.0
8,126,413,9,29,3,157.0,2000,3,1.0,2.0,1100.0
20,52,1019,9,6,2,69.0,1995,2,0.0,1.0,420.0
30,98,3345,9,14,2,96.0,2004,2,1.0,2.0,509.0
14,189,3672,9,6,2,56.0,1988,2,0.0,1.0,380.0
33,126,3766,9,27,3,200.0,2007,3,1.0,2.0,2050.0
6,90,88,9,26,2,107.0,2000,2,1.0,1.0,800.0
30,166,247,9,21,2,100.0,2007,2,1.0,1.0,680.0
30,66,1225,9,18,2,68.0,1997,2,1.0,1.0,550.0
30,66,1224,9,14,0,56.0,1980,2,1.0,1.0,410.0
4,12,2158,9,33,3,87.0,2003,1,1.0,1.0,960.0
33,171,807,9,28,2,98.0,2006,2,1.0,1.0,519.0
33,196,93,9,5,3,137.0,2002,3,0.0,2.0,753.0
33,150,2218,9,12,2,55.0,1980,2,1.0,1.0,380.0
33,126,2714,9,27,3,130.0,2005,3,1.0,2.0,770.0
33,48,1779,9,6,3,157.0,2004,3,1.0,2.0,1150.0
6,176,3443,9,28,2,87.0,2005,2,1.0,1.0,640.0
33,196,93,9,5,2,156.0,2002,4,0.0,2.0,755.0
33,130,2673,9,8,2,104.0,2007,2,1.0,1.0,690.0
33,130,1315,9,28,3,142.0,2006,3,1.0,2.0,890.0
33,11,4307,9,9,1,94.0,2011,3,1.0,1.0,650.0
45,26,1629,9,20,2,62.0,1994,2,1.0,1.0,480.0
30,52,1128,9,12,2,73.0,1994,2,1.0,1.0,360.0
20,59,4030,9,22,2,90.0,2011,2,1.0,1.0,360.0
33,66,1222,9,14,0,64.0,1986,2,1.0,1.0,470.0
30,125,2864,9,28,2,88.0,2005,2,1.0,1.0,730.0
0,66,1226,9,18,3,89.0,1997,2,1.0,1.0,660.0
33,171,2514,9,8,3,100.0,2002,2,1.0,1.0,605.0
30,196,1702,9,22,3,91.0,2009,2,1.0,1.0,480.0
50,48,889,9,25,3,133.0,2007,3,1.0,1.0,850.0
47,90,1481,9,32,3,108.0,2008,2,1.0,2.0,649.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
6,147,2475,9,18,3,63.0,1988,2,1.0,1.0,390.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
37,166,664,9,22,3,151.0,2010,2,1.0,1.0,1280.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
45,90,1481,9,32,3,88.0,2008,1,1.0,1.0,518.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,202,4372,9,19,3,83.0,1998,3,1.0,1.0,449.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
50,48,889,9,23,3,103.0,2008,2,1.0,2.0,620.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
45,202,2550,9,22,3,85.0,2006,2,1.0,2.0,530.0
6,158,3027,9,18,2,66.0,1995,2,1.0,1.0,435.0
20,170,3209,9,15,2,99.0,2008,2,1.0,2.0,517.0
30,189,3672,9,3,2,54.0,1990,2,0.0,1.0,388.0
30,189,3672,9,3,2,54.0,1990,2,0.0,1.0,388.0
30,189,3672,9,3,2,54.0,1990,2,0.0,1.0,388.0
30,189,3672,9,3,2,54.0,1990,2,0.0,1.0,388.0
30,189,3672,9,3,2,54.0,1990,2,0.0,1.0,388.0
30,189,3672,9,3,2,54.0,1990,2,0.0,1.0,388.0
30,189,3672,9,3,2,54.0,1990,2,0.0,1.0,388.0
30,189,3672,9,3,2,54.0,1990,2,0.0,1.0,388.0
30,94,1305,9,17,2,117.0,2004,2,1.0,1.0,1096.0
30,94,1305,9,17,2,117.0,2004,2,1.0,1.0,1096.0
30,94,1305,9,17,2,117.0,2004,2,1.0,1.0,1096.0
30,94,1305,9,17,2,117.0,2004,2,1.0,1.0,1096.0
30,94,1305,9,17,2,117.0,2004,2,1.0,1.0,1096.0
30,94,1305,9,17,2,117.0,2004,2,1.0,1.0,1096.0
30,94,1305,9,17,2,117.0,2004,2,1.0,1.0,1096.0
30,94,1305,9,17,2,117.0,2004,2,1.0,1.0,1096.0
33,81,3996,9,18,3,149.0,2004,3,1.0,1.0,1180.0
4,126,667,9,16,3,174.0,2006,2,1.0,2.0,1380.0
33,52,1128,9,18,3,72.0,1993,3,1.0,1.0,390.0
50,58,1859,9,18,3,106.0,2000,3,1.0,1.0,735.0
33,52,3339,9,9,2,115.0,2002,3,1.0,2.0,800.0
33,11,1571,9,10,3,155.0,2009,4,1.0,2.0,1000.0
33,125,1326,9,12,3,141.0,2005,3,1.0,1.0,1320.0
33,90,3045,9,7,2,75.0,2001,2,0.0,1.0,556.0
33,130,2774,9,12,3,104.0,2008,2,1.0,1.0,835.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
0,176,3320,9,24,3,102.0,2000,2,1.0,1.0,730.0
33,138,182,9,21,2,155.0,2006,3,1.0,2.0,1050.0
33,90,191,9,26,3,153.0,2006,3,1.0,2.0,1304.0
33,115,3326,9,19,1,183.0,1995,3,1.0,2.0,1100.0
50,157,2431,9,29,3,92.0,2003,2,1.0,2.0,635.0
4,81,4277,9,22,3,106.0,2004,2,1.0,1.0,820.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,71,2523,9,6,2,70.0,1987,3,0.0,1.0,505.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
30,105,1821,9,6,0,61.0,1983,2,0.0,1.0,465.0
30,130,1316,9,27,3,98.0,2007,2,1.0,1.0,650.0
33,98,1675,9,5,2,56.0,1983,2,0.0,1.0,280.0
6,130,1315,9,18,3,119.0,2006,3,1.0,2.0,720.0
6,26,611,9,30,3,98.0,2008,2,1.0,1.0,810.0
33,125,2425,9,27,3,114.0,2008,2,1.0,1.0,860.0
33,115,2046,9,14,2,128.0,1999,2,1.0,2.0,840.0
33,47,3182,9,20,3,139.0,2008,3,1.0,1.0,1185.0
20,48,894,9,15,3,88.0,2005,2,1.0,1.0,538.0
50,11,150,9,12,3,100.0,2007,3,1.0,1.0,485.0
6,58,1706,9,26,3,121.0,2005,3,1.0,1.0,1337.0
6,58,1706,9,26,3,121.0,2005,3,1.0,1.0,1337.0
6,58,1706,9,26,3,121.0,2005,3,1.0,1.0,1337.0
6,58,1706,9,26,3,121.0,2005,3,1.0,1.0,1337.0
6,58,1706,9,26,3,121.0,2005,3,1.0,1.0,1337.0
6,58,1706,9,26,3,121.0,2005,3,1.0,1.0,1337.0
6,58,1706,9,26,3,121.0,2005,3,1.0,1.0,1337.0
6,58,1706,9,26,3,121.0,2005,3,1.0,1.0,1337.0
46,189,638,9,24,3,95.0,2006,2,1.0,2.0,860.0
46,189,638,9,24,3,95.0,2006,2,1.0,2.0,860.0
46,189,638,9,24,3,95.0,2006,2,1.0,2.0,860.0
46,189,638,9,24,3,95.0,2006,2,1.0,2.0,860.0
46,189,638,9,24,3,95.0,2006,2,1.0,2.0,860.0
46,189,638,9,24,3,95.0,2006,2,1.0,2.0,860.0
46,189,638,9,24,3,95.0,2006,2,1.0,2.0,860.0
46,189,638,9,24,3,95.0,2006,2,1.0,2.0,860.0
22,125,2399,9,20,2,129.0,1997,3,1.0,2.0,738.0
22,125,2399,9,20,2,129.0,1997,3,1.0,2.0,738.0
22,125,2399,9,20,2,129.0,1997,3,1.0,2.0,738.0
22,125,2399,9,20,2,129.0,1997,3,1.0,2.0,738.0
22,125,2399,9,20,2,129.0,1997,3,1.0,2.0,738.0
22,125,2399,9,20,2,129.0,1997,3,1.0,2.0,738.0
22,125,2399,9,20,2,129.0,1997,3,1.0,2.0,738.0
22,125,2399,9,20,2,129.0,1997,3,1.0,2.0,738.0
6,68,3948,9,24,3,89.0,2009,2,1.0,2.0,710.0
33,202,4083,9,7,3,151.0,2010,3,1.0,1.0,1430.0
4,125,179,9,24,2,108.0,2001,3,1.0,1.0,660.0
33,90,191,9,27,3,293.0,2007,4,1.0,3.0,2250.0
0,115,2046,9,13,2,113.0,2000,2,1.0,1.0,760.0
50,125,2404,9,28,2,101.0,2000,2,1.0,1.0,724.1
20,68,3948,9,9,3,82.0,2009,2,1.0,1.0,730.0
20,68,3948,9,9,3,82.0,2009,2,1.0,1.0,730.0
20,68,3948,9,9,3,82.0,2009,2,1.0,1.0,730.0
20,68,3948,9,9,3,82.0,2009,2,1.0,1.0,730.0
20,68,3948,9,9,3,82.0,2009,2,1.0,1.0,730.0
20,68,3948,9,9,3,82.0,2009,2,1.0,1.0,730.0
20,68,3948,9,9,3,82.0,2009,2,1.0,1.0,730.0
20,68,3948,9,9,3,82.0,2009,2,1.0,1.0,730.0
50,31,933,9,18,3,66.0,1995,2,1.0,1.0,510.0
33,202,4153,9,24,3,172.0,2008,2,1.0,1.0,1470.0
6,147,2476,9,19,2,85.0,1991,3,1.0,1.0,450.0
6,173,3265,9,6,2,49.0,1982,2,0.0,1.0,310.0
6,202,2321,9,26,2,120.0,2002,2,1.0,1.0,720.0
33,176,3440,9,6,3,56.0,1982,2,0.0,1.0,415.0
33,48,2779,9,4,3,236.0,2009,5,0.0,2.0,2450.0
33,196,1702,9,18,3,89.0,2009,2,1.0,2.0,480.0
30,115,2051,9,17,2,65.0,1992,2,1.0,1.0,510.0
30,115,2051,9,17,2,65.0,1992,2,1.0,1.0,510.0
30,115,2051,9,17,2,65.0,1992,2,1.0,1.0,510.0
30,115,2051,9,17,2,65.0,1992,2,1.0,1.0,510.0
30,115,2051,9,17,2,65.0,1992,2,1.0,1.0,510.0
30,115,2051,9,17,2,65.0,1992,2,1.0,1.0,510.0
30,115,2051,9,17,2,65.0,1992,2,1.0,1.0,510.0
30,115,2051,9,17,2,65.0,1992,2,1.0,1.0,510.0
6,58,455,9,22,2,90.0,2000,2,1.0,1.0,580.0
6,41,717,9,16,3,61.0,1983,2,1.0,1.0,360.0
33,58,1706,9,13,3,160.0,2006,3,1.0,1.0,1700.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,59,1106,9,6,3,74.0,2004,2,0.0,1.0,340.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
33,220,3625,9,18,3,70.0,1988,2,1.0,1.0,600.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
45,115,3411,9,14,2,52.0,1988,2,1.0,1.0,375.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
6,138,4011,9,11,3,117.0,2007,3,1.0,1.0,640.0
50,196,2421,9,18,2,73.0,2009,2,1.0,2.0,350.0
27,171,2516,9,21,3,49.0,2005,1,1.0,0.0,280.0
20,171,2516,9,11,3,64.0,2004,1,1.0,1.0,369.0
45,81,1186,9,28,2,86.0,2005,2,1.0,2.0,625.0
30,4,2376,9,12,2,84.0,1991,2,1.0,2.0,580.0
47,37,3163,9,8,0,133.0,1998,2,0.0,2.0,790.0
0,52,1019,9,24,2,45.0,1997,1,1.0,1.0,285.0
6,48,894,9,26,2,65.0,2004,1,1.0,1.0,395.0
47,54,668,9,18,3,101.0,2000,3,1.0,1.0,678.0
33,70,1296,9,6,2,57.0,1979,2,0.0,1.0,365.0
33,202,421,9,20,3,141.0,2005,2,1.0,1.0,1250.0
33,130,4216,9,14,3,118.0,2007,3,1.0,1.0,830.0
6,162,2703,9,24,3,91.0,2007,2,1.0,1.0,550.0
45,58,4294,9,18,3,88.0,2010,2,1.0,1.0,750.0
33,107,97,9,11,3,128.0,2005,3,1.0,2.0,690.0
33,26,2772,9,24,3,240.0,2004,4,1.0,2.0,1900.0
33,130,3901,9,9,3,128.0,2006,3,1.0,1.0,1050.0
33,162,3774,9,6,3,90.0,2007,2,0.0,1.0,420.0
33,90,3045,9,7,2,63.0,2001,2,0.0,1.0,470.0
33,48,342,9,19,2,174.0,2011,4,1.0,3.0,1370.0
30,189,3672,9,3,2,54.0,1990,2,0.0,1.0,388.0
